AL,NCBI_SEQ_ID,VERS_ACCESS
 5715         ,209965532     ,YP_002298447.1
 5716         ,209965580     ,YP_002298495.1
 5717         ,209965583     ,YP_002298498.1
 5718         ,209965600     ,YP_002298515.1
 5719         ,209965603     ,YP_002298518.1
 5720         ,209965644     ,YP_002298559.1
 5721         ,209965757     ,YP_002298672.1
 5722         ,209965773     ,YP_002298688.1
 5723         ,209965829     ,YP_002298744.1
 5724         ,209965834     ,YP_002298749.1
 5725         ,209965901     ,YP_002298816.1
 5726         ,209966070     ,YP_002298985.1
 5727         ,209966088     ,YP_002299003.1
 5728         ,209966098     ,YP_002299013.1
 5729         ,209966099     ,YP_002299014.1
 5730         ,209966125     ,YP_002299040.1
 5731         ,209966126     ,YP_002299041.1
 5732         ,209966130     ,YP_002299045.1
 5733         ,209966175     ,YP_002299090.1
 5734         ,209966177     ,YP_002299092.1
 5735         ,209966221     ,YP_002299136.1
 5736         ,209966237     ,YP_002299152.1
 5737         ,209966328     ,YP_002299243.1
 5738         ,209966341     ,YP_002299256.1
 5739         ,209966356     ,YP_002299271.1
 5740         ,209966402     ,YP_002299317.1
 5741         ,209966416     ,YP_002299331.1
 5742         ,209966435     ,YP_002299350.1
 5743         ,209966554     ,YP_002299469.1
 5744         ,209966555     ,YP_002299470.1
 5745         ,209966604     ,YP_002299519.1
 5746         ,209966638     ,YP_002299553.1
 5747         ,209966644     ,YP_002299559.1
 5748         ,209966647     ,YP_002299562.1
 5749         ,209966765     ,YP_002299680.1
 5750         ,209966808     ,YP_002299723.1
 5751         ,209966814     ,YP_002299729.1
 5752         ,209966822     ,YP_002299737.1
 5753         ,209966825     ,YP_002299740.1
 5754         ,209966833     ,YP_002299748.1
 5755         ,209966850     ,YP_002299765.1
 5756         ,209967172     ,YP_002300087.1
 5757         ,209967180     ,YP_002300095.1
 5758         ,209967210     ,YP_002300125.1
 5759         ,209967351     ,YP_002300266.1
 5760         ,215485175     ,YP_002327606.1
 5761         ,215485176     ,YP_002327607.1
 5762         ,215485187     ,YP_002327618.1
 5763         ,215485194     ,YP_002327625.1
 5764         ,215485215     ,YP_002327646.1
 5765         ,215485329     ,YP_002327760.1
 5766         ,215485332     ,YP_002327763.1
 5767         ,215485344     ,YP_002327775.1
 5768         ,215485356     ,YP_002327787.1
 5769         ,215485391     ,YP_002327822.1
 5770         ,215485468     ,YP_002327899.1
 5771         ,215485496     ,YP_002327927.1
 5772         ,215485518     ,YP_002327949.1
 5773         ,215485519     ,YP_002327950.1
 5774         ,215485554     ,YP_002327985.1
 5775         ,215485600     ,YP_002328031.1
 5776         ,215485603     ,YP_002328034.1
 5777         ,215485679     ,YP_002328110.1
 5778         ,215485682     ,YP_002328113.1
 5779         ,215485742     ,YP_002328173.1
 5780         ,215485867     ,YP_002328298.1
 5781         ,215486018     ,YP_002328449.1
 5782         ,215486023     ,YP_002328454.1
 5783         ,215486033     ,YP_002328464.1
 5784         ,215486063     ,YP_002328494.1
 5785         ,215486304     ,YP_002328735.1
 5786         ,215486442     ,YP_002328873.1
 5787         ,215486477     ,YP_002328908.1
 5788         ,215486555     ,YP_002328986.1
 5789         ,215486556     ,YP_002328987.1
 5790         ,215486557     ,YP_002328988.1
 5791         ,215486558     ,YP_002328989.1
 5792         ,215486578     ,YP_002329009.1
 5793         ,215486814     ,YP_002329245.1
 5794         ,215486932     ,YP_002329363.1
 5795         ,215486933     ,YP_002329364.1
 5796         ,215486938     ,YP_002329369.1
 5797         ,215486957     ,YP_002329388.1
 5798         ,215487073     ,YP_002329504.1
 5799         ,215487079     ,YP_002329510.1
 5800         ,215487118     ,YP_002329549.1
 5801         ,215487242     ,YP_002329673.1
 5802         ,215487244     ,YP_002329675.1
 5803         ,215487245     ,YP_002329676.1
 5804         ,215487263     ,YP_002329694.1
 5805         ,215487448     ,YP_002329879.1
 5806         ,215487525     ,YP_002329956.1
 5807         ,215487531     ,YP_002329962.1
 5808         ,215487659     ,YP_002330090.1
 5809         ,215487782     ,YP_002330213.1
 5810         ,215487791     ,YP_002330222.1
 5811         ,215487849     ,YP_002330280.1
 5812         ,215487864     ,YP_002330295.1
 5813         ,215487895     ,YP_002330326.1
 5814         ,215487963     ,YP_002330394.1
 5815         ,215488016     ,YP_002330447.1
 5816         ,215488018     ,YP_002330449.1
 5817         ,215488096     ,YP_002330527.1
 5818         ,215488097     ,YP_002330528.1
 5819         ,215488190     ,YP_002330621.1
 5820         ,215488211     ,YP_002330642.1
 5821         ,215488219     ,YP_002330650.1
 5822         ,215488240     ,YP_002330671.1
 5823         ,215488397     ,YP_002330828.1
 5824         ,215488398     ,YP_002330829.1
 5825         ,215488486     ,YP_002330917.1
 5826         ,215488487     ,YP_002330918.1
 5827         ,215488581     ,YP_002331012.1
 5828         ,215488586     ,YP_002331017.1
 5829         ,215488595     ,YP_002331026.1
 5830         ,215488600     ,YP_002331031.1
 5831         ,215488605     ,YP_002331036.1
 5832         ,215488607     ,YP_002331038.1
 5833         ,215488609     ,YP_002331040.1
 5834         ,215488613     ,YP_002331044.1
 5835         ,215488617     ,YP_002331048.1
 5836         ,215488618     ,YP_002331049.1
 5837         ,215488620     ,YP_002331051.1
 5838         ,215488646     ,YP_002331077.1
 5839         ,215488665     ,YP_002331096.1
 5840         ,215488843     ,YP_002331274.1
 5841         ,215488915     ,YP_002331346.1
 5842         ,215488916     ,YP_002331347.1
 5843         ,215489039     ,YP_002331470.1
 5844         ,215489067     ,YP_002331498.1
 5845         ,215489069     ,YP_002331500.1
 5846         ,215489070     ,YP_002331501.1
 5847         ,215489072     ,YP_002331503.1
 5848         ,215489076     ,YP_002331507.1
 5849         ,215489101     ,YP_002331532.1
 5850         ,215489104     ,YP_002331535.1
 5851         ,215489109     ,YP_002331540.1
 5852         ,215489313     ,YP_002331744.1
 5853         ,215489314     ,YP_002331745.1
 5854         ,215489319     ,YP_002331750.1
 5855         ,215489337     ,YP_002331768.1
 5856         ,215489404     ,YP_002331835.1
 5857         ,215489490     ,YP_002331921.1
 5858         ,215489521     ,YP_002331952.1
 5859         ,215489590     ,YP_002332021.1
 5860         ,215489600     ,YP_002332031.1
 5861         ,217076167     ,YP_002333883.1
 5862         ,217076241     ,YP_002333957.1
 5863         ,217076263     ,YP_002333979.1
 5864         ,217076276     ,YP_002333992.1
 5865         ,217076292     ,YP_002334008.1
 5866         ,217076302     ,YP_002334018.1
 5867         ,217076334     ,YP_002334050.1
 5868         ,217076385     ,YP_002334101.1
 5869         ,217076395     ,YP_002334111.1
 5870         ,217076405     ,YP_002334121.1
 5871         ,217076406     ,YP_002334122.1
 5872         ,217076407     ,YP_002334123.1
 5873         ,217076429     ,YP_002334145.1
 5874         ,217076430     ,YP_002334146.1
 5875         ,217076470     ,YP_002334186.1
 5876         ,217076521     ,YP_002334237.1
 5877         ,217076523     ,YP_002334239.1
 5878         ,217076526     ,YP_002334242.1
 5879         ,217076587     ,YP_002334303.1
 5880         ,217076603     ,YP_002334319.1
 5881         ,217076607     ,YP_002334323.1
 5882         ,217076622     ,YP_002334338.1
 5883         ,217076625     ,YP_002334341.1
 5884         ,217076652     ,YP_002334368.1
 5885         ,217076659     ,YP_002334375.1
 5886         ,217076677     ,YP_002334393.1
 5887         ,217076681     ,YP_002334397.1
 5888         ,217076683     ,YP_002334399.1
 5889         ,217076684     ,YP_002334400.1
 5890         ,217076740     ,YP_002334456.1
 5891         ,217076741     ,YP_002334457.1
 5892         ,217076748     ,YP_002334464.1
 5893         ,217076754     ,YP_002334470.1
 5894         ,217076811     ,YP_002334527.1
 5895         ,217076827     ,YP_002334543.1
 5896         ,217076830     ,YP_002334546.1
 5897         ,217076831     ,YP_002334547.1
 5898         ,217076848     ,YP_002334564.1
 5899         ,217076883     ,YP_002334599.1
 5900         ,217076894     ,YP_002334610.1
 5901         ,217076920     ,YP_002334636.1
 5902         ,217076995     ,YP_002334711.1
 5903         ,217077015     ,YP_002334731.1
 5904         ,217077077     ,YP_002334793.1
 5905         ,217077135     ,YP_002334851.1
 5906         ,217077157     ,YP_002334873.1
 5907         ,217077171     ,YP_002334887.1
 5908         ,217077192     ,YP_002334910.1
 5909         ,217077249     ,YP_002334967.1
 5910         ,217077250     ,YP_002334968.1
 5911         ,217077259     ,YP_002334977.1
 5912         ,217077283     ,YP_002335001.1
 5913         ,217077285     ,YP_002335003.1
 5914         ,217077286     ,YP_002335004.1
 5915         ,217077290     ,YP_002335008.1
 5916         ,217077294     ,YP_002335012.1
 5917         ,217077296     ,YP_002335014.1
 5918         ,217077298     ,YP_002335016.1
 5919         ,217077303     ,YP_002335021.1
 5920         ,217077304     ,YP_002335022.1
 5921         ,217077310     ,YP_002335028.1
 5922         ,217077313     ,YP_002335031.1
 5923         ,217077375     ,YP_002335093.1
 5924         ,217077395     ,YP_002335113.1
 5925         ,217077413     ,YP_002335131.1
 5926         ,217077453     ,YP_002335171.1
 5927         ,217077500     ,YP_002335218.1
 5928         ,217077528     ,YP_002335246.1
 5929         ,217077537     ,YP_002335255.1
 5930         ,217077541     ,YP_002335259.1
 5931         ,217077587     ,YP_002335305.1
 5932         ,217077609     ,YP_002335327.1
 5933         ,217077624     ,YP_002335342.1
 5934         ,217077633     ,YP_002335351.1
 5935         ,217077643     ,YP_002335361.1
 5936         ,217077667     ,YP_002335385.1
 5937         ,217077683     ,YP_002335401.1
 5938         ,217077726     ,YP_002335444.1
 5939         ,217077729     ,YP_002335447.1
 5940         ,217077786     ,YP_002335504.1
 5941         ,217077840     ,YP_002335558.1
 5942         ,217077880     ,YP_002335598.1
 5943         ,217077920     ,YP_002335638.1
 5944         ,217077950     ,YP_002335668.1
 5945         ,218552598     ,YP_002385511.1
 5946         ,218552599     ,YP_002385512.1
 5947         ,218552610     ,YP_002385523.1
 5948         ,218552617     ,YP_002385530.1
 5949         ,218552636     ,YP_002385549.1
 5950         ,218552747     ,YP_002385660.1
 5951         ,218552751     ,YP_002385664.1
 5952         ,218552764     ,YP_002385677.1
 5953         ,218552775     ,YP_002385688.1
 5954         ,218552847     ,YP_002385760.1
 5955         ,218552949     ,YP_002385862.1
 5956         ,218552978     ,YP_002385891.1
 5957         ,218553004     ,YP_002385917.1
 5958         ,218553005     ,YP_002385918.1
 5959         ,218553040     ,YP_002385953.1
 5960         ,218553087     ,YP_002386000.1
 5961         ,218553090     ,YP_002386003.1
 5962         ,218553181     ,YP_002386094.1
 5963         ,218553184     ,YP_002386097.1
 5964         ,218553250     ,YP_002386163.1
 5965         ,218553279     ,YP_002386192.1
 5966         ,218553362     ,YP_002386275.1
 5967         ,218553474     ,YP_002386387.1
 5968         ,218553479     ,YP_002386392.1
 5969         ,218553494     ,YP_002386407.1
 5970         ,218553532     ,YP_002386445.1
 5971         ,218553670     ,YP_002386583.1
 5972         ,218553764     ,YP_002386677.1
 5973         ,218553794     ,YP_002386707.1
 5974         ,218553812     ,YP_002386725.1
 5975         ,218553813     ,YP_002386726.1
 5976         ,218553814     ,YP_002386727.1
 5977         ,218553815     ,YP_002386728.1
 5978         ,218553837     ,YP_002386750.1
 5979         ,218554205     ,YP_002387118.1
 5980         ,218554281     ,YP_002387194.1
 5981         ,218554282     ,YP_002387195.1
 5982         ,218554286     ,YP_002387199.1
 5983         ,218554306     ,YP_002387219.1
 5984         ,218554448     ,YP_002387361.1
 5985         ,218554454     ,YP_002387367.1
 5986         ,218554496     ,YP_002387409.1
 5987         ,218554583     ,YP_002387496.1
 5988         ,218554585     ,YP_002387498.1
 5989         ,218554586     ,YP_002387499.1
 5990         ,218554794     ,YP_002387707.1
 5991         ,218554867     ,YP_002387780.1
 5992         ,218554873     ,YP_002387786.1
 5993         ,218554939     ,YP_002387852.1
 5994         ,218555004     ,YP_002387917.1
 5995         ,218555024     ,YP_002387937.1
 5996         ,218555032     ,YP_002387945.1
 5997         ,218555039     ,YP_002387952.1
 5998         ,218555075     ,YP_002387988.1
 5999         ,218555193     ,YP_002388106.1
 6000         ,218555239     ,YP_002388152.1
 6001         ,218555241     ,YP_002388154.1
 6002         ,218555330     ,YP_002388243.1
 6003         ,218555331     ,YP_002388244.1
 6004         ,218555438     ,YP_002388351.1
 6005         ,218555461     ,YP_002388374.1
 6006         ,218555474     ,YP_002388387.1
 6007         ,218555501     ,YP_002388414.1
 6008         ,218555636     ,YP_002388549.1
 6009         ,218555637     ,YP_002388550.1
 6010         ,218555740     ,YP_002388653.1
 6011         ,218555741     ,YP_002388654.1
 6012         ,218555839     ,YP_002388752.1
 6013         ,218555844     ,YP_002388757.1
 6014         ,218555853     ,YP_002388766.1
 6015         ,218555857     ,YP_002388770.1
 6016         ,218555862     ,YP_002388775.1
 6017         ,218555864     ,YP_002388777.1
 6018         ,218555866     ,YP_002388779.1
 6019         ,218555870     ,YP_002388783.1
 6020         ,218555874     ,YP_002388787.1
 6021         ,218555875     ,YP_002388788.1
 6022         ,218555877     ,YP_002388790.1
 6023         ,218555905     ,YP_002388818.1
 6024         ,218555929     ,YP_002388842.1
 6025         ,218556118     ,YP_002389031.1
 6026         ,218556198     ,YP_002389111.1
 6027         ,218556199     ,YP_002389112.1
 6028         ,218556264     ,YP_002389178.1
 6029         ,218556300     ,YP_002389214.1
 6030         ,218556302     ,YP_002389216.1
 6031         ,218556303     ,YP_002389217.1
 6032         ,218556305     ,YP_002389219.1
 6033         ,218556309     ,YP_002389223.1
 6034         ,218556334     ,YP_002389248.1
 6035         ,218556337     ,YP_002389251.1
 6036         ,218556343     ,YP_002389257.1
 6037         ,218556535     ,YP_002389449.1
 6038         ,218556536     ,YP_002389450.1
 6039         ,218556541     ,YP_002389455.1
 6040         ,218556560     ,YP_002389474.1
 6041         ,218556616     ,YP_002389530.1
 6042         ,218556696     ,YP_002389610.1
 6043         ,218556729     ,YP_002389643.1
 6044         ,218556795     ,YP_002389709.1
 6045         ,218556805     ,YP_002389719.1
 6046         ,218556952     ,YP_002389865.1
 6047         ,218556953     ,YP_002389866.1
 6048         ,218556963     ,YP_002389876.1
 6049         ,218556971     ,YP_002389884.1
